id,first_name,last_name,email,gender,money
968,XIMENEZ,MITCHAM,XMITCHAMQV@USNEWS.COM,MALE,EURO
971,RODERIGO,FRACKIEWICZ,RFRACKIEWICZQY@MAIL.RU,MALE,ZLOTY
973,EVVY,CRISTOFOLO,ECRISTOFOLOR0@DEVHUB.COM,FEMALE,RUBLE
975,RUSSELL,LEDWARD,RLEDWARDR2@EXBLOG.JP,MALE,BOLIVAR
976,CATHRYN,SADDINGTON,CSADDINGTONR3@ORACLE.COM,FEMALE,YUAN RENMINBI
978,PHYLLIS,EYER,PEYERR5@DE.VU,FEMALE,RIAL
980,FLORENTIA,WALTERING,FWALTERINGR7@WUNDERGROUND.COM,FEMALE,YUAN RENMINBI
981,MIMI,WIFFEN,MWIFFENR8@YALE.EDU,FEMALE,YEN
982,MARTITA,BOTTELSTONE,MBOTTELSTONER9@LATIMES.COM,FEMALE,RUPIAH
987,BLISSE,LAMACRAFT,BLAMACRAFTRE@JALBUM.NET,FEMALE,EURO
991,GLEDA,JOYE,GJOYERI@ISTOCKPHOTO.COM,FEMALE,RUPIAH
992,MEREDITH,PORCH,MPORCHRJ@UNESCO.ORG,FEMALE,YUAN RENMINBI
996,THOMA,CHURCHOUSE,TCHURCHOUSERN@T-ONLINE.DE,MALE,SOL
